Municipio,Año,TempMax °C,TempMed °C
El Cocuy,2004,37.93,"24,07"
El Cocuy,2005,36.03,"25,04"
El Cocuy,2006,36.99,"24,41"
El Cocuy,2007,36.91,"25,95"
El Cocuy,2008,34.87,"23,37"
El Cocuy,2009,33.01,"24,88"
El Cocuy,2010,39.77,"25,31"
El Cocuy,2011,34.27,"22,09"
El Cocuy,2012,33.07,"24,50"
El Cocuy,2013,35.15,"24,51"
El Cocuy,2014,34.15,"24,46"
El Cocuy,2015,37.39,"25,53"
El Cocuy,2016,38.33,"25,33"
El Cocuy,2017,31.93,"27,68"
El Cocuy,2018,33.53,"27,62"
El Cocuy,2019,35.53,"23,29"
El Cocuy,2020,37.37,"29,49"
El Cocuy,2021,32.01,"25,09"
El Espino,2001,39.59,"30,69"
El Espino,2002,42.45,"30,07"
El Espino,2003,41.91,"29,34"
El Espino,2004,41.91,"29,14"
El Espino,2005,41.59,"29,13"
El Espino,2006,39.09,"29,00"
El Espino,2007,38.53,"28,41"
El Espino,2008,37.93,"28,06"
El Espino,2009,38.31,"29,63"
El Espino,2010,41.17,"27,59"
El Espino,2011,35.95,"26,13"
El Espino,2012,37.57,"28,56"
El Espino,2013,39.19,"28,98"
El Espino,2014,39.13,"30,10"
El Espino,2015,40.95,"31,09"
El Espino,2016,41.13,"29,84"
El Espino,2017,36.93,"23,49"
El Espino,2018,37.85,"23,58"
El Espino,2019,36.95,"28,34"
El Espino,2020,39.95,"24,87"
El Espino,2021,37.35,"30,84"
Firavitoba,2001,42.93,"32,42"
Firavitoba,2002,42.47,"33,15"
Firavitoba,2003,43.61,"30,49"
Firavitoba,2004,43.61,"29,15"
Firavitoba,2005,41.51,"29,18"
Firavitoba,2006,39.51,"27,60"
Firavitoba,2007,39.05,"29,40"
Firavitoba,2008,37.89,"28,31"
Firavitoba,2009,39.97,"29,24"
Firavitoba,2010,42.75,"28,39"
Firavitoba,2011,36.91,"25,14"
Firavitoba,2012,37.53,"27,87"
Firavitoba,2013,39.27,"29,62"
Firavitoba,2014,40.83,"29,36"
Firavitoba,2015,41.99,"30,92"
Firavitoba,2016,45.65,"29,68"
Firavitoba,2017,37.01,"27,24"
Firavitoba,2018,39.23,"27,69"
Firavitoba,2019,40.73,"28,37"
Firavitoba,2020,42.57,"29,17"
Firavitoba,2021,35.83,"29,59"
Floresta,2001,42.87,"33,18"
Floresta,2002,46.63,"30,81"
Floresta,2003,40.27,"28,15"
Floresta,2004,40.27,"27,75"
Floresta,2005,38.97,"28,41"
Floresta,2006,38.09,"26,62"
Floresta,2007,40.21,"28,21"
Floresta,2008,40.27,"27,07"
Floresta,2009,38.01,"27,61"
Floresta,2010,39.51,"27,72"
Floresta,2011,33.29,"24,76"
Floresta,2012,36.41,"26,81"
Floresta,2013,39.41,"29,05"
Floresta,2014,41.69,"29,46"
Floresta,2015,43.41,"31,37"
Floresta,2016,44.53,"29,57"
Floresta,2017,35.23,"26,53"
Floresta,2018,40.59,"27,55"
Floresta,2019,38.97,"27,92"
Floresta,2020,39.55,"29,23"
Floresta,2021,37.33,"30,42"
Gachantivá,2001,38.11,"29,55"
Gachantivá,2002,38.77,"29,37"
Gachantivá,2003,38.85,"28,80"
Gachantivá,2004,38.85,"29,02"
Gachantivá,2005,37.01,"28,05"
Gachantivá,2006,38.31,"27,31"
Gachantivá,2007,35.63,"27,53"
Gachantivá,2008,37.21,"26,49"
Gachantivá,2009,37.25,"28,21"
Gachantivá,2010,36.53,"28,16"
Gachantivá,2011,33.59,"26,19"
Gachantivá,2012,39.15,"27,99"
Gachantivá,2013,39.73,"28,35"
Gachantivá,2014,36.65,"27,98"
Gachantivá,2015,40.47,"30,05"
Gachantivá,2016,41.81,"29,46"
Gachantivá,2017,36.79,"26,28"
Gachantivá,2018,35.21,"26,81"
Gachantivá,2019,34.87,"28,32"
Gachantivá,2020,38.81,"27,52"
Gachantivá,2021,32.61,"28,01"
Gámeza,2001,40.17,"30,26"
Gámeza,2002,39.73,"30,03"
Gámeza,2003,39.41,"28,45"
Gámeza,2004,39.41,"26,95"
Gámeza,2005,37.53,"27,47"
Gámeza,2006,37.63,"26,34"
Gámeza,2007,36.93,"28,99"
Gámeza,2008,37.29,"26,47"
Gámeza,2009,35.79,"27,75"
Gámeza,2010,37.21,"25,62"
Gámeza,2011,34.21,"24,18"
Gámeza,2012,34.27,"26,50"
Gámeza,2013,37.33,"28,36"
Gámeza,2014,38.59,"29,18"
Gámeza,2015,38.93,"29,43"
Gámeza,2016,39.63,"27,93"
Gámeza,2017,36.01,"25,33"
Gámeza,2018,36.01,"24,77"
Gámeza,2019,36.43,"26,95"
Gámeza,2020,37.05,"26,00"
Gámeza,2021,34.65,"27,93"
Garagoa,2001,39.27,"29,65"
Garagoa,2002,37.39,"28,93"
Garagoa,2003,36.79,"29,10"
Garagoa,2004,36.79,"28,63"
Garagoa,2005,37.41,"28,16"
Garagoa,2006,35.35,"28,43"
Garagoa,2007,40.73,"28,04"
Garagoa,2008,38.07,"28,73"
Garagoa,2009,36.07,"28,99"
Garagoa,2010,37.55,"29,35"
Garagoa,2011,36.03,"27,53"
Garagoa,2012,33.77,"28,14"
Garagoa,2013,36.05,"27,93"
Garagoa,2014,36.39,"28,85"
Garagoa,2015,39.23,"28,79"
Garagoa,2016,38.61,"28,03"
Garagoa,2017,34.37,"26,81"
Garagoa,2018,34.69,"27,12"
Garagoa,2019,37.83,"29,59"
Garagoa,2020,38.85,"29,02"
Garagoa,2021,35.61,"29,61"
Guacamayas,2001,39.05,"30,07"
Guacamayas,2002,40.15,"28,90"
Guacamayas,2003,39.65,"28,18"
Guacamayas,2004,39.65,"27,74"
Guacamayas,2005,40.67,"27,90"
Guacamayas,2006,35.91,"27,61"
Guacamayas,2007,36.37,"27,29"
Guacamayas,2008,37.07,"27,98"
Guacamayas,2009,36.81,"29,06"
Guacamayas,2010,41.21,"27,25"
Guacamayas,2011,35.37,"25,36"
Guacamayas,2012,34.15,"27,52"
Guacamayas,2013,37.51,"28,06"
Guacamayas,2014,40.77,"28,86"
Guacamayas,2015,38.93,"29,76"
Guacamayas,2016,40.13,"28,96"
Guacamayas,2017,33.57,"26,43"
Guacamayas,2018,35.53,"27,98"
Guacamayas,2019,35.83,"27,28"
Guacamayas,2020,37.97,"28,87"
Guacamayas,2021,34.91,"28,25"
Guateque,2001,37.49,"30,42"
Guateque,2002,36.59,"30,43"
Guateque,2003,37.37,"29,47"
Guateque,2004,37.37,"29,55"
Guateque,2005,38.51,"28,74"
Guateque,2006,36.15,"28,87"
Guateque,2007,39.43,"28,99"
Guateque,2008,36.65,"28,67"
Guateque,2009,36.89,"29,03"
Guateque,2010,37.77,"30,15"
Guateque,2011,37.07,"28,09"
Guateque,2012,33.83,"28,49"
Guateque,2013,34.23,"28,44"
Guateque,2014,36.23,"29,24"
Guateque,2015,38.49,"29,59"
Guateque,2016,39.37,"28,13"
Guateque,2017,34.27,"28,16"
Guateque,2018,35.45,"26,29"
Guateque,2019,37.49,"29,13"
Guateque,2020,37.39,"28,04"
Guateque,2021,35.61,"29,76"
Guayatá,2001,37.41,"28,11"
Guayatá,2002,33.55,"28,73"
Guayatá,2003,34.41,"27,86"
Guayatá,2004,34.41,"27,85"
Guayatá,2005,35.07,"27,11"
Guayatá,2006,33.07,"27,31"
Guayatá,2007,35.97,"27,27"
Guayatá,2008,35.35,"27,17"
Guayatá,2009,32.27,"27,89"
Guayatá,2010,33.79,"28,08"
Guayatá,2011,32.59,"26,33"
Guayatá,2012,30.27,"26,90"
Guayatá,2013,32.07,"26,63"
Guayatá,2014,33.21,"27,24"
Guayatá,2015,36.41,"27,83"
Guayatá,2016,35.91,"26,75"
Guayatá,2017,31.77,"25,88"
Guayatá,2018,33.25,"28,40"
Guayatá,2019,35.75,"27,17"
Guayatá,2020,33.23,"29,73"
Guayatá,2021,32.67,"28,06"
Güicán,2001,38.57,"28,20"
Güicán,2002,39.81,"28,05"
Güicán,2003,40.81,"26,13"
Güicán,2004,40.81,"25,39"
Güicán,2005,38.03,"26,42"
Güicán,2006,38.71,"25,80"
Güicán,2007,35.87,"25,51"
Güicán,2008,35.93,"25,15"
Güicán,2009,35.33,"26,62"
Güicán,2010,38.15,"25,65"
Güicán,2011,36.49,"23,50"
Güicán,2012,34.09,"25,99"
Güicán,2013,35.01,"26,41"
Güicán,2014,34.79,"25,66"
Güicán,2015,34.89,"27,55"
Güicán,2016,38.57,"27,09"
Güicán,2017,35.07,"26,51"
Güicán,2018,35.91,"27,29"
Güicán,2019,40.01,"25,38"
Güicán,2020,37.21,"29,67"
Güicán,2021,35.93,"27,47"
Iza,2001,40.79,"30,27"
Iza,2002,38.49,"30,10"
Iza,2003,39.55,"28,64"
Iza,2004,39.55,"27,02"
Iza,2005,38.29,"27,56"
Iza,2006,34.81,"25,92"
Iza,2007,36.01,"27,15"
Iza,2008,35.91,"26,77"
Iza,2009,36.05,"26,68"
Iza,2010,38.05,"26,78"
Iza,2011,32.57,"24,17"
Iza,2012,36.29,"27,20"
Iza,2013,36.75,"28,03"
Iza,2014,37.83,"27,50"
Iza,2015,36.69,"28,45"
Iza,2016,40.97,"26,89"
Iza,2017,33.99,"25,46"
Iza,2018,36.41,"26,71"
Iza,2019,35.83,"26,47"
Iza,2020,39.29,"27,72"
Iza,2021,33.23,"26,64"
Jenesano,2001,39.07,"27,41"
Jenesano,2002,37.01,"26,93"
Jenesano,2003,37.49,"26,83"
Jenesano,2004,37.49,"27,07"
Jenesano,2005,38.41,"26,49"
Jenesano,2006,36.11,"26,22"
Jenesano,2007,37.75,"26,23"
Jenesano,2008,35.95,"25,62"
Jenesano,2009,33.97,"25,45"
Jenesano,2010,37.77,"26,92"
Jenesano,2011,34.09,"24,01"
Jenesano,2012,31.87,"24,58"
Jenesano,2013,36.77,"25,89"
Jenesano,2014,36.03,"26,05"
Jenesano,2015,38.59,"25,91"
Jenesano,2016,41.07,"26,59"
Jenesano,2017,35.11,"26,02"
Jenesano,2018,35.05,"26,60"
Jenesano,2019,36.47,"25,63"
Jenesano,2020,36.15,"26,91"
Jenesano,2021,33.41,"27,33"
Jericó,2001,44.29,"34,27"
Jericó,2002,46.19,"36,00"
Jericó,2003,44.31,"34,46"
Jericó,2004,44.31,"33,48"
Jericó,2005,43.79,"33,51"
Jericó,2006,43.07,"31,90"
Jericó,2007,43.75,"33,97"
Jericó,2008,41.77,"33,20"
Jericó,2009,44.67,"33,92"
Jericó,2010,45.01,"31,92"
Jericó,2011,42.01,"30,27"
Jericó,2012,42.35,"33,19"
Jericó,2013,43.95,"33,29"
Jericó,2014,44.93,"32,52"
Jericó,2015,45.31,"34,29"
Jericó,2016,45.07,"33,79"
Jericó,2017,41.51,"32,22"
Jericó,2018,42.03,"25,11"
Jericó,2019,42.09,"32,05"
Jericó,2020,43.75,"26,39"
Jericó,2021,42.59,"33,19"
La Capilla,2001,33.63,"26,25"
La Capilla,2002,32.65,"26,69"
La Capilla,2003,33.57,"26,51"
La Capilla,2004,33.57,"26,83"
La Capilla,2005,35.11,"26,32"
La Capilla,2006,31.75,"26,41"
La Capilla,2007,36.21,"26,44"
La Capilla,2008,32.13,"25,81"
La Capilla,2009,33.27,"25,99"
La Capilla,2010,34.05,"27,11"
La Capilla,2011,32.29,"25,22"
La Capilla,2012,30.05,"25,67"
La Capilla,2013,31.35,"25,88"
La Capilla,2014,31.05,"26,49"
La Capilla,2015,35.61,"26,81"
La Capilla,2016,35.31,"26,28"
La Capilla,2017,30.53,"24,97"
La Capilla,2018,30.65,"32,59"
La Capilla,2019,34.55,"26,63"
La Capilla,2020,33.55,"33,69"
La Capilla,2021,31.07,"26,81"
La Uvita,2001,42.95,"34,39"
La Uvita,2002,43.53,"34,59"
La Uvita,2003,42.19,"32,94"
La Uvita,2004,42.19,"32,53"
La Uvita,2005,43.07,"32,95"
La Uvita,2006,41.73,"31,42"
La Uvita,2007,41.75,"33,00"
La Uvita,2008,39.75,"32,33"
La Uvita,2009,42.09,"33,37"
La Uvita,2010,42.59,"30,93"
La Uvita,2011,39.99,"29,94"
La Uvita,2012,41.23,"32,23"
La Uvita,2013,44.23,"32,67"
La Uvita,2014,42.79,"32,34"
La Uvita,2015,44.51,"33,73"
La Uvita,2016,44.27,"34,17"
La Uvita,2017,40.67,"31,68"
La Uvita,2018,41.21,"25,60"
La Uvita,2019,41.15,"31,77"
La Uvita,2020,42.23,"26,07"
La Uvita,2021,40.65,"32,97"
La Victoria,2001,32.37,"26,43"
La Victoria,2002,31.85,"25,43"
La Victoria,2003,30.65,"25,96"
La Victoria,2004,30.65,"25,13"
La Victoria,2005,31.01,"25,92"
La Victoria,2006,31.33,"25,55"
La Victoria,2007,30.33,"25,67"
La Victoria,2008,28.59,"24,69"
La Victoria,2009,29.91,"25,51"
La Victoria,2010,31.25,"25,66"
La Victoria,2011,28.83,"25,15"
La Victoria,2012,31.87,"25,45"
La Victoria,2013,31.19,"25,54"
La Victoria,2014,32.37,"25,31"
La Victoria,2015,33.79,"26,65"
La Victoria,2016,32.11,"25,79"
La Victoria,2017,29.61,"24,91"
La Victoria,2018,33.19,"32,05"
La Victoria,2019,31.67,"25,59"
La Victoria,2020,30.89,"32,93"
La Victoria,2021,28.53,"25,11"
Labranzagrande,2001,39.67,"28,69"
Labranzagrande,2002,37.63,"28,23"
Labranzagrande,2003,35.45,"28,51"
Labranzagrande,2004,35.45,"27,83"
Labranzagrande,2005,37.23,"28,13"
Labranzagrande,2006,36.59,"27,87"
Labranzagrande,2007,38.25,"29,11"
Labranzagrande,2008,37.21,"27,77"
Labranzagrande,2009,36.69,"29,23"
Labranzagrande,2010,37.59,"28,84"
Labranzagrande,2011,36.83,"27,70"
Labranzagrande,2012,35.35,"28,66"
Labranzagrande,2013,34.73,"28,01"
Labranzagrande,2014,36.05,"29,44"
Labranzagrande,2015,37.99,"29,21"
Labranzagrande,2016,36.69,"28,61"
Labranzagrande,2017,35.53,"27,57"
Labranzagrande,2018,35.59,"25,13"
Labranzagrande,2019,38.85,"28,45"
Labranzagrande,2020,38.27,"25,27"
Labranzagrande,2021,36.09,"29,62"
Macanal,2001,37.17,"28,19"
Macanal,2002,34.91,"28,18"
Macanal,2003,35.31,"28,07"
Macanal,2004,35.31,"27,94"
Macanal,2005,34.89,"27,26"
Macanal,2006,33.89,"27,56"
Macanal,2007,37.89,"27,04"
Macanal,2008,34.67,"27,70"
Macanal,2009,34.53,"27,45"
Macanal,2010,36.13,"28,45"
Macanal,2011,35.37,"26,82"
Macanal,2012,33.03,"27,61"
Macanal,2013,34.03,"26,73"
Macanal,2014,34.37,"27,90"
Macanal,2015,36.59,"27,57"
Macanal,2016,36.19,"26,71"
Macanal,2017,33.35,"26,33"
Macanal,2018,33.85,"29,18"
Macanal,2019,36.29,"28,63"
Macanal,2020,38.13,"29,07"
Macanal,2021,34.33,"28,30"
Maripí,2001,35.97,"29,19"
Maripí,2002,35.43,"29,04"
Maripí,2003,35.03,"28,60"
Maripí,2004,35.03,"28,64"
Maripí,2005,34.41,"27,83"
Maripí,2006,36.11,"28,15"
Maripí,2007,34.39,"28,16"
Maripí,2008,31.93,"27,03"
Maripí,2009,34.89,"28,57"
Maripí,2010,33.91,"28,10"
Maripí,2011,31.99,"27,83"
Maripí,2012,35.31,"27,85"
Maripí,2013,33.51,"28,63"
Maripí,2014,38.89,"27,92"
Maripí,2015,37.99,"29,06"
Maripí,2016,34.95,"28,55"
Maripí,2017,31.83,"27,43"
Maripí,2018,34.65,"27,12"
Maripí,2019,34.85,"27,74"
Maripí,2020,36.19,"28,38"
Maripí,2021,32.75,"27,11"
Miraflores,2001,35.93,"27,93"
Miraflores,2002,35.27,"27,60"
Miraflores,2003,33.97,"27,58"
Miraflores,2004,33.97,"27,97"
Miraflores,2005,36.35,"26,82"
Miraflores,2006,33.11,"27,52"
Miraflores,2007,35.57,"27,49"
Miraflores,2008,34.01,"27,26"
Miraflores,2009,32.23,"27,79"
Miraflores,2010,36.15,"29,06"
Miraflores,2011,32.09,"26,93"
Miraflores,2012,33.75,"26,73"
Miraflores,2013,35.83,"27,20"
Miraflores,2014,34.69,"27,53"
Miraflores,2015,36.65,"27,53"
Miraflores,2016,37.05,"27,23"
Miraflores,2017,31.49,"27,02"
Miraflores,2018,32.49,"27,49"
Miraflores,2019,37.69,"28,09"
Miraflores,2020,38.13,"27,62"
Miraflores,2021,33.33,"28,48"
Mongua,2001,38.47,"27,15"
Mongua,2002,38.95,"26,21"
Mongua,2003,36.97,"26,93"
Mongua,2004,36.97,"26,08"
Mongua,2005,35.09,"25,07"
Mongua,2006,35.69,"26,08"
Mongua,2007,36.81,"26,76"
Mongua,2008,36.37,"25,92"
Mongua,2009,34.69,"27,25"
Mongua,2010,35.77,"26,72"
Mongua,2011,33.13,"25,61"
Mongua,2012,33.65,"26,24"
Mongua,2013,32.65,"26,56"
Mongua,2014,33.97,"26,06"
Mongua,2015,37.61,"27,27"
Mongua,2016,37.41,"26,95"
Mongua,2017,33.07,"25,48"
Mongua,2018,32.77,"22,04"
Mongua,2019,35.95,"26,99"
Mongua,2020,35.87,"24,07"
Mongua,2021,34.55,"27,25"
Monguí,2001,39.37,"27,53"
Monguí,2002,39.33,"26,29"
Monguí,2003,37.21,"25,03"
Monguí,2004,37.21,"23,83"
Monguí,2005,34.13,"23,45"
Monguí,2006,35.45,"22,42"
Monguí,2007,36.61,"24,06"
Monguí,2008,32.15,"22,47"
Monguí,2009,30.53,"23,07"
Monguí,2010,35.73,"25,77"
Monguí,2011,31.63,"20,29"
Monguí,2012,31.03,"22,64"
Monguí,2013,31.85,"23,60"
Monguí,2014,36.43,"24,69"
Monguí,2015,37.41,"25,41"
Monguí,2016,38.31,"26,05"
Monguí,2017,28.75,"21,18"
Monguí,2018,30.91,"26,99"
Monguí,2019,34.77,"22,71"
Monguí,2020,33.87,"28,32"
Monguí,2021,33.81,"25,05"
Moniquirá,2001,35.17,"28,97"
Moniquirá,2002,37.49,"29,20"
Moniquirá,2003,37.61,"28,71"
Moniquirá,2004,37.61,"29,17"
Moniquirá,2005,38.77,"28,23"
Moniquirá,2006,36.95,"28,89"
Moniquirá,2007,33.87,"28,38"
Moniquirá,2008,34.19,"27,42"
Moniquirá,2009,33.47,"28,33"
Moniquirá,2010,36.15,"29,25"
Moniquirá,2011,33.71,"28,47"
Moniquirá,2012,34.43,"28,58"
Moniquirá,2013,37.09,"29,21"
Moniquirá,2014,35.63,"28,76"
Moniquirá,2015,38.41,"29,09"
Moniquirá,2016,38.15,"28,96"
Moniquirá,2017,33.83,"28,16"
Moniquirá,2018,37.77,"26,53"
Moniquirá,2019,34.73,"28,19"
Moniquirá,2020,37.27,"27,22"
Moniquirá,2021,34.87,"28,77"
Motavita,2001,39.55,"30,46"
Motavita,2002,43.59,"29,58"
Motavita,2003,39.81,"27,42"
Motavita,2004,39.81,"26,77"
Motavita,2005,40.19,"27,70"
Motavita,2006,34.39,"25,05"
Motavita,2007,38.61,"26,50"
Motavita,2008,37.25,"25,47"
Motavita,2009,36.63,"26,05"
Motavita,2010,39.25,"27,62"
Motavita,2011,33.97,"22,96"
Motavita,2012,36.25,"25,99"
Motavita,2013,38.59,"27,15"
Motavita,2014,40.27,"28,07"
Motavita,2015,41.55,"29,19"
Motavita,2016,46.95,"27,59"
Motavita,2017,35.81,"25,95"
Motavita,2018,37.65,"28,19"
Motavita,2019,37.71,"26,36"
Motavita,2020,39.57,"28,67"
Motavita,2021,36.13,"29,05"
Muzo,2001,38.69,"28,82"
Muzo,2002,37.17,"29,28"
Muzo,2003,34.25,"28,89"
Muzo,2004,34.25,"28,43"
Muzo,2005,33.31,"28,12"
Muzo,2006,36.11,"28,07"
Muzo,2007,33.93,"28,23"
Muzo,2008,31.65,"27,15"
Muzo,2009,33.99,"28,57"
Muzo,2010,33.47,"28,24"
Muzo,2011,32.93,"27,47"
Muzo,2012,35.45,"28,03"
Muzo,2013,34.45,"28,69"
Muzo,2014,38.85,"27,93"
Muzo,2015,38.61,"28,98"
Muzo,2016,34.65,"28,40"
Muzo,2017,31.77,"27,25"
Muzo,2018,35.53,"25,63"
Muzo,2019,34.65,"27,73"
Muzo,2020,37.17,"28,87"
Muzo,2021,33.87,"27,20"
Nobsa,2001,42.77,"31,37"
Nobsa,2002,41.53,"31,25"
Nobsa,2003,41.33,"29,49"
Nobsa,2004,41.33,"28,85"
Nobsa,2005,38.73,"29,13"
Nobsa,2006,38.21,"27,94"
Nobsa,2007,37.89,"29,34"
Nobsa,2008,38.47,"28,53"
Nobsa,2009,37.99,"29,04"
Nobsa,2010,37.91,"27,87"
Nobsa,2011,34.81,"25,92"
Nobsa,2012,37.11,"27,89"
Nobsa,2013,38.57,"28,81"
Nobsa,2014,38.45,"29,64"
Nobsa,2015,39.41,"30,30"
Nobsa,2016,40.15,"30,02"
Nobsa,2017,37.55,"27,44"
Nobsa,2018,36.89,"27,34"
Nobsa,2019,38.39,"28,37"
Nobsa,2020,37.45,"27,91"
Nobsa,2021,38.31,"30,44"
Nuevo Colón,2001,38.61,"28,66"
Nuevo Colón,2002,38.53,"28,56"
Nuevo Colón,2003,36.97,"27,71"
Nuevo Colón,2004,36.97,"27,60"
Nuevo Colón,2005,38.85,"27,29"
Nuevo Colón,2006,36.13,"27,79"
Nuevo Colón,2007,36.79,"27,25"
Nuevo Colón,2008,35.41,"25,85"
Nuevo Colón,2009,35.51,"26,59"
Nuevo Colón,2010,36.53,"27,61"
Nuevo Colón,2011,35.83,"24,85"
Nuevo Colón,2012,33.37,"26,23"
Nuevo Colón,2013,35.85,"26,17"
Nuevo Colón,2014,36.51,"26,41"
Nuevo Colón,2015,36.15,"27,43"
Nuevo Colón,2016,40.07,"26,76"
Nuevo Colón,2017,34.47,"26,55"
Nuevo Colón,2018,33.65,"27,69"
Nuevo Colón,2019,35.23,"26,59"
Nuevo Colón,2020,37.03,"29,41"
Nuevo Colón,2021,35.99,"28,91"
Oicatá,2001,41.67,"31,32"
Oicatá,2002,44.73,"30,01"
Oicatá,2003,42.15,"29,04"
Oicatá,2004,42.15,"28,50"
Oicatá,2005,40.47,"28,46"
Oicatá,2006,36.51,"27,08"
Oicatá,2007,40.45,"26,60"
Oicatá,2008,38.07,"25,80"
Oicatá,2009,39.59,"28,03"
Oicatá,2010,41.09,"28,64"
Oicatá,2011,32.73,"24,45"
Oicatá,2012,38.81,"27,38"
Oicatá,2013,39.77,"28,33"
Oicatá,2014,43.83,"29,07"
Oicatá,2015,42.23,"31,59"
Oicatá,2016,45.51,"28,91"
Oicatá,2017,38.35,"26,04"
Oicatá,2018,40.21,"24,86"
Oicatá,2019,39.85,"28,72"
Oicatá,2020,41.23,"27,42"
Oicatá,2021,38.87,"31,34"
Otanche,2001,33.91,"27,67"
Otanche,2002,34.35,"27,84"
Otanche,2003,32.19,"27,47"
Otanche,2004,32.19,"27,27"
Otanche,2005,34.65,"27,18"
Otanche,2006,35.17,"27,77"
Otanche,2007,31.05,"27,27"
Otanche,2008,30.07,"26,57"
Otanche,2009,31.99,"27,89"
Otanche,2010,32.17,"27,38"
Otanche,2011,30.91,"26,89"
Otanche,2012,34.47,"27,47"
Otanche,2013,32.15,"27,43"
Otanche,2014,35.33,"27,23"
Otanche,2015,34.97,"28,03"
Otanche,2016,33.05,"27,72"
Otanche,2017,31.49,"26,84"
Otanche,2018,34.05,"25,58"
Otanche,2019,32.93,"27,27"
Otanche,2020,33.31,"28,94"
Otanche,2021,30.69,"26,96"
Pachavita,2001,37.91,"27,69"
Pachavita,2002,36.19,"27,89"
Pachavita,2003,39.25,"28,15"
Pachavita,2004,39.25,"27,89"
Pachavita,2005,37.05,"27,98"
Pachavita,2006,35.03,"27,93"
Pachavita,2007,38.73,"27,36"
Pachavita,2008,35.81,"27,53"
Pachavita,2009,35.13,"28,23"
Pachavita,2010,36.47,"28,62"
Pachavita,2011,34.75,"25,98"
Pachavita,2012,32.55,"26,79"
Pachavita,2013,34.95,"27,49"
Pachavita,2014,33.95,"28,25"
Pachavita,2015,37.87,"28,01"
Pachavita,2016,38.05,"27,31"
Pachavita,2017,34.39,"27,15"
Pachavita,2018,33.95,"28,09"
Pachavita,2019,36.53,"27,75"
Pachavita,2020,36.71,"28,39"
Pachavita,2021,32.95,"28,57"
Páez,2001,36.55,"28,20"
